"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","pide","willing_friend_ai_1","willing_romantic_ai_1","wtp_ai","true_ai_1","talk_listen_ai_1","not_judge_ai_1","feel_ai_1","understand_ai_1","body_ai_1","not_mutual_ai_1","nonMember_AI_1","willing_friend_h_1","willing_romantic_h_1","wtp_h","true_h_1","talk_listen_h_1","judge_h_1","understand_h_1","feel_h_1","body_h_1","mutual_h_1","nonMember_h_1","comp_1","comp_2","loneliness_1_1","loneliness_2_1","loneliness_3_1","sensation_1_1","sensation_2_1","sensation_3_1","sensation_4_1","sensation_5_1","sensation_6_1","sensation_7_1","sensation_8_1","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","PROLIFIC_PID","CONDITION"
"161",161,"2023-08-27 13:38:36","2023-08-27 13:40:59","0","Anonymized","100","143","1","2023-08-27 13:40:59","R_10ZB6pQo7spJyrR","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","2","0","0","99","23","50","1","1","100","89","50","1","2","100","88","100","100","100","100","8","100","100","100","50","2","","2","","4","","24","3","","14","Anonymized","2"
"162",162,"2023-08-27 13:39:08","2023-08-27 13:41:19","0","Anonymized","100","130","1","2023-08-27 13:41:19","R_2uJQj6d3mRV6w2k","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","8","100","45","51","100","44","100","52","50","","","","","","","","","","","","2","2","100","100","100","100","100","0","0","100","0","0","0","1","Replika","2","","5","","36","3","","51","Anonymized","1"
"163",163,"2023-08-27 13:37:10","2023-08-27 13:41:19","0","Anonymized","100","249","1","2023-08-27 13:41:20","R_2XjoMAwgM5IwaKh","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","90","0","10.00","5","100","90","100","0","100","50","100","","","","","","","","","","","","2","2","91","100","100","0","0","0","0","100","0","0","0","2","","2","","3","","55","5","","100","Anonymized","1"
"164",164,"2023-08-27 13:38:11","2023-08-27 13:41:29","0","Anonymized","100","197","1","2023-08-27 13:41:29","R_2TXW5CrtCut9bKb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0.00","100","50","0","50","0","100","100","0","","","","","","","","","","","","2","2","100","50","100","0","22","0","0","100","8","0","0","2","","2","","1","","30","4","","100","Anonymized","1"
"165",165,"2023-08-27 13:33:39","2023-08-27 13:41:34","0","Anonymized","100","475","1","2023-08-27 13:41:35","R_3FP2H0sniMeLhne","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","71","0","1.00","83","75","60","100","0","100","59","55","","","","","","","","","","","","2","2","94","84","75","56","0","4","77","0","5","2","0","2","","1","","2","","28","4","","80","Anonymized","1"
"166",166,"2023-08-27 13:29:57","2023-08-27 13:41:39","0","Anonymized","100","701","1","2023-08-27 13:41:39","R_2e8cOKhE3XQ7IfD","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","0","100","100","100","83","93","100","78","0","1","2","40","11","50","83","100","43","22","54","8","100","0","2","","2","","6","North African or Middle Eastern ","21","4","","90","Anonymized","2"
"167",167,"2023-08-27 13:35:48","2023-08-27 13:41:46","0","Anonymized","100","357","1","2023-08-27 13:41:47","R_O8shP1VvIuQKxih","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","0","84","79","32","14","0","45","61","86","1","2","6","21","19","56","64","14","67","40","41","73","81","2","no","3","","2","","24","5","","71","Anonymized","2"
"168",168,"2023-08-27 13:37:22","2023-08-27 13:41:48","0","Anonymized","100","265","1","2023-08-27 13:41:49","R_3MsecaWiHSbLYc2","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","68","32","0.99","36","94","89","77","33","80","34","33","1","2","91","88","100","100","23","7","19","83","68","19","19","2","","2","","2","","21","4","","64","Anonymized","2"
"169",169,"2023-08-27 13:39:27","2023-08-27 13:42:03","0","Anonymized","100","156","1","2023-08-27 13:42:04","R_pEFMWzP5T7tcaLD","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","66","17","5","34","77","71","71","75","0","76","50","","","","","","","","","","","","2","2","9","5","4","77","67","7","17","50","37","59","35","2","","1","","3","","33","4","","42","Anonymized","1"
"170",170,"2023-08-27 13:35:47","2023-08-27 13:42:07","0","Anonymized","100","380","1","2023-08-27 13:42:08","R_3DpSS5iT9FGtQ8Y","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","100","99","1","15","97","99","12","31","97","20","34","","","","","","","","","","","","2","2","86","41","61","80","34","60","59","26","63","80","44","2","","2","","2","","41","4","","86","Anonymized","1"
"171",171,"2023-08-27 13:35:55","2023-08-27 13:42:08","0","Anonymized","100","372","1","2023-08-27 13:42:08","R_3JDv2l33TaL1GX7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","75","0","4.99","10","50","50","50","50","100","50","10","1","2","0","0","0","100","100","0","0","0","50","100","0","2","","2","","5","","20","1","","90","Anonymized","2"
"172",172,"2023-08-27 13:41:45","2023-08-27 13:42:09","0","Anonymized","100","23","1","2023-08-27 13:42:10","R_A08KDq71Nuo6Ydr","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Anonymized",""
"173",173,"2023-08-27 13:36:20","2023-08-27 13:42:32","0","Anonymized","100","371","1","2023-08-27 13:42:32","R_d7re2l5KigsKAlb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","80","0","0.50","30","100","60","70","70","100","50","60","","","","","","","","","","","","2","2","100","100","100","100","70","40","30","50","50","60","50","2","","1","","3","","46","4","","60","Anonymized","1"
"174",174,"2023-08-27 13:38:37","2023-08-27 13:42:33","0","Anonymized","100","236","1","2023-08-27 13:42:34","R_O81X5qXo45u8b1n","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","18","4","2.00","100","75","59","93","43","100","67","82","","","","","","","","","","","","2","2","59","42","58","63","55","0","14","81","4","0","0","2","","1","","3","","58","5","","40","Anonymized","1"
"175",175,"2023-08-27 13:34:19","2023-08-27 13:42:37","0","Anonymized","100","498","1","2023-08-27 13:42:38","R_1DMdCsixb8hqHTg","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","100","100","100","100","0","100","50","100","","","","","","","","","","","","2","2","71","61","30","0","0","0","0","40","0","0","0","2","N/A","2","","1","","65","4","","80","Anonymized","1"
"176",176,"2023-08-27 13:37:47","2023-08-27 13:42:43","0","Anonymized","100","296","1","2023-08-27 13:42:44","R_2B99JLozPcpcQaw","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","34","5","79","92","78","82","20","63","69","84","","","","","","","","","","","","1","2","93","89","92","74","58","15","32","73","68","10","47","2","","2","","3","","41","1","","63","Anonymized","1"
"177",177,"2023-08-27 13:40:07","2023-08-27 13:42:43","0","Anonymized","100","156","1","2023-08-27 13:42:44","R_3npH6uHET5yM6HP","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","100","50","5.00","78","62","82","100","77","100","25","89","","","","","","","","","","","","1","2","26","14","4","100","74","27","50","64","25","0","32","2","","2","","3","","31","1","","56","Anonymized","1"
"178",178,"2023-08-27 13:39:18","2023-08-27 13:42:50","0","Anonymized","100","212","1","2023-08-27 13:42:51","R_3dEQyikPcITUayU","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","0","75","3","3","100","0","100","50","10","1","2","85","55","80","65","90","5","0","50","5","0","0","2","","2","","3","","42","6","","2","Anonymized","2"
"179",179,"2023-08-27 13:39:08","2023-08-27 13:43:22","0","Anonymized","100","254","1","2023-08-27 13:43:23","R_bkpdWL1UAw6lSkp","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","0.00","95","81","0","73","20","100","11","100","1","2","0","3","0","5","0","0","0","0","0","0","4","2","","1","","3","","31","3","","80","Anonymized","2"
"180",180,"2023-08-27 13:39:50","2023-08-27 13:43:36","0","Anonymized","100","225","1","2023-08-27 13:43:37","R_plBrxMuWHHUEHOp","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","80","28","1.99","21","89","50","3","0","10","0","8","1","2","90","90","98","100","76","57","36","100","61","44","61","2","","2","","3","","32","3","","100","Anonymized","2"
"181",181,"2023-08-27 13:36:45","2023-08-27 13:43:45","0","Anonymized","100","420","1","2023-08-27 13:43:46","R_3j10RPxdqnpzBxG","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","25","0","0.00","0","10","0","50","17","100","20","21","1","2","11","20","50","79","8","66","28","100","35","0","70","2","N/A","2","","3","","35","3","","0","Anonymized","2"
"182",182,"2023-08-27 13:38:24","2023-08-27 13:43:51","0","Anonymized","100","326","1","2023-08-27 13:43:51","R_2rTI1RhiGlI4Vso","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","53","38","5","51","94","32","32","9","91","58","81","1","2","15","50","30","63","81","0","0","36","50","3","24","2","","2","","6","Indigenous ","43","3","","21","Anonymized","2"
"183",183,"2023-08-27 13:40:20","2023-08-27 13:44:10","0","Anonymized","100","230","1","2023-08-27 13:44:11","R_3fcmk6tuJadhjsG","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","100","62","58","100","77","100","89","100","","","","","","","","","","","","2","2","76","100","75","64","62","0","0","60","13","0","0","2","","2","","3","","31","1","","62","Anonymized","1"
"184",184,"2023-08-27 13:39:40","2023-08-27 13:44:31","0","Anonymized","100","291","1","2023-08-27 13:44:33","R_3ff2m1hpQyw1jMf","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","11","23","5","100","44","90","100","92","100","55","5","","","","","","","","","","","","1","2","7","5","3","70","64","58","5","25","28","21","16","2","","2","","3","","60","7","","70","Anonymized","1"
"185",185,"2023-08-27 13:41:04","2023-08-27 13:44:42","0","Anonymized","100","217","1","2023-08-27 13:44:43","R_2aRBzw39UvRIqOv","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","16","2","0","100","86","100","100","16","0","90","54","","","","","","","","","","","","2","2","7","12","50","85","7","7","42","82","14","6","78","2","","1","","3","","33","2","","69","Anonymized","1"
"186",186,"2023-08-27 13:36:52","2023-08-27 13:44:55","0","Anonymized","100","482","1","2023-08-27 13:44:55","R_2S0QedPeKpU9sqh","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","10","70","1.00","60","10","20","60","10","100","60","80","1","2","60","23","35","70","0","19","0","60","20","81","9","2","","1","","2","","36","2","","100","Anonymized","2"
"187",187,"2023-08-27 13:41:55","2023-08-27 13:44:59","0","Anonymized","100","184","1","2023-08-27 13:45:00","R_qJcfzUELFrgWX05","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","0","0","80","70","60","90","40","100","80","90","","","","","","","","","","","","2","2","50","30","40","60","60","60","10","10","10","20","0","2","","2","","3","","22","4","","75","Anonymized","1"
"188",188,"2023-08-27 13:38:00","2023-08-27 13:45:00","0","Anonymized","100","419","1","2023-08-27 13:45:01","R_3CNrHyGyirEu5hf","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","75","0","5","100","100","80","50","10","0","25","0","","","","","","","","","","","","1","2","100","100","100","90","30","50","10","80","75","0","70","1","I have used Chat GPT and Alexa, who I think is considered AI","2","","3","","58","3","","90","Anonymized","1"
"189",189,"2023-08-27 13:39:44","2023-08-27 13:45:19","0","Anonymized","100","335","1","2023-08-27 13:45:20","R_3CW4cixHR95K917","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","10","0","1.00","80","0","20","30","60","100","65","76","1","2","30","40","31","100","100","70","100","100","80","100","75","1","I've used Chat GPT before to see how it works.","1","","3","","20","3","","0","Anonymized","2"
"190",190,"2023-08-27 13:40:07","2023-08-27 13:45:23","0","Anonymized","100","316","1","2023-08-27 13:45:23","R_1HiStgdzqib2UuY","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","70","41","5.00","37","83","63","0","16","60","52","45","1","2","40","41","36","79","71","47","48","94","72","85","12","1","Social media ","2","","2","","33","3","","76","Anonymized","2"
"191",191,"2023-08-27 13:40:04","2023-08-27 13:45:25","0","Anonymized","100","320","1","2023-08-27 13:45:26","R_Ducjcl2VEn5mD2F","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","90","35","1","10","60","40","30","40","100","30","45","2","2","30","60","80","75","5","40","10","20","30","70","75","2","","2","","2","","","4","","80","Anonymized","2"
"192",192,"2023-08-27 13:41:19","2023-08-27 13:45:36","0","Anonymized","100","256","1","2023-08-27 13:45:36","R_3Oi7KFTdm0kFu05","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","77","0","0","38","74","50","25","41","94","50","0","1","2","70","50","50","100","58","68","0","100","7","0","0","2","","2","","3","","33","4","","76","Anonymized","2"
"193",193,"2023-08-27 13:42:36","2023-08-27 13:45:39","0","Anonymized","100","183","1","2023-08-27 13:45:39","R_8rjermQcdZBgv6x","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","40","10","15.00","40","60","20","70","69","80","14","71","1","2","20","40","60","40","60","61","30","60","45","80","0","2","","1","","2","","29","7","","15","Anonymized","2"
"194",194,"2023-08-27 13:37:09","2023-08-27 13:45:57","0","Anonymized","100","528","1","2023-08-27 13:45:58","R_2cvJKp796KYeW7h","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","99","19","5","77","100","95","22","24","95","20","77","1","2","88","100","100","95","88","21","44","95","22","11","0","2","","1","","2","","44","5","","100","Anonymized","2"
"195",195,"2023-08-27 13:42:53","2023-08-27 13:46:05","0","Anonymized","100","191","1","2023-08-27 13:46:06","R_89bhQckgRRN98oF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","52","26","0.45","100","37","66","53","100","79","88","24","2","2","67","25","73","81","81","0","9","0","74","2","81","2","","2","","1","","27","4","","49","Anonymized","2"
"196",196,"2023-08-27 13:39:56","2023-08-27 13:46:09","0","Anonymized","100","372","1","2023-08-27 13:46:09","R_1qWz6e5lKYoXmZ6","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","42","34","10","81","77","97","97","37","99","49","74","","","","","","","","","","","","2","2","50","82","75","50","53","40","35","59","19","1","11","2","","2","","3","","58","1","","83","Anonymized","1"
"197",197,"2023-08-27 13:41:54","2023-08-27 13:46:20","0","Anonymized","100","265","1","2023-08-27 13:46:20","R_1LIGPYk59Jv92SS","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","78","69","0","16","76","42","0","0","77","1","27","1","2","71","75","73","100","79","63","63","100","54","63","85","2","","2","","3","","35","3","","30","Anonymized","2"
"198",198,"2023-08-27 13:44:37","2023-08-27 13:46:21","0","Anonymized","100","103","1","2023-08-27 13:46:21","R_2CE7YSFLt0rxn6c","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","80","0","5","29","79","70","22","26","90","31","32","1","2","33","60","64","72","26","26","37","72","31","10","62","2","","2","","3","","30","4","","66","Anonymized","2"
"199",199,"2023-08-27 13:42:56","2023-08-27 13:46:27","0","Anonymized","100","211","1","2023-08-27 13:46:28","R_21cEwbKM8nzalpI","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","100","100","92","100","30","100","100","100","","","","","","","","","","","","1","2","24","0","0","90","90","20","20","100","90","30","0","2","","2","","3","","63","3","","100","Anonymized","1"
"200",200,"2023-08-27 13:41:47","2023-08-27 13:46:27","0","Anonymized","100","280","1","2023-08-27 13:46:28","R_1jT9iAEo02faQNS","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","50","40","4.99","40","40","30","50","20","80","40","50","1","2","80","100","100","0","50","0","0","10","10","0","0","2","","2","","3","","21","4","","60","Anonymized","2"
