"","X","Unnamed..0.1","Unnamed..0","agent_cond","interact_cond","willing_friend","willing_romantic","wtp","true","talk_listen","not_judge","emotion","understand","body","comp1","comp2","belief","worker_id","explain","loneliness_1_1","loneliness_2_1","loneliness_3_1","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","agent_cond_n","interact_cond_n","wtp_logged","AppendedHumanMessages","AppendedAIMessages","FullChatlog","HumanMessageCount","AIMessageCount","HumanWordCounts","AIWordCounts","AvgHumanWordCount","AvgAIWordCount","SumHumanCharCount","SumAICharCount","ResponseTimes","AICompoundSentiments","HumanCompoundSentiments","AvgAICompoundSentiment","AvgHumanCompoundSentiment","AvgResponseTime","AvgSimSpacy","AvgSimTurnLength","AvgSimValence","AvgSimStyleMatching"
"110",109,272,521,"human","yes",100,100,10,5,100,96,100,100,42,1,2,1,110,"becauses the responses were really accuate",1,0,2,2,"",1,NA,3,NA,43,5,NA,100,1,1,3.39789527279837,"Anonymized","Anonymized","Anonymized",28,29,"[4, 4, 5, 9, 4, 14, 8, 13, 7, 15, 9, 9, 9, 17, 7, 11, 18, 27, 16, 8, 3, 3, 7, 18, 16, 8, 11, 10]","[5, 8, 19, 11, 7, 11, 9, 12, 35, 26, 20, 3, 21, 37, 5, 16, 22, 18, 32, 9, 1, 4, 7, 41, 28, 16, 14, 18, 1]",10.3571428571429,15.7241379310345,1477,2472,"[6.978122000000001, -2.372425, 10.901362, 19.736082000000003, 24.805334000000002, 23.597026999999997, 19.775326, 23.004954, 31.437005999999997, 27.218545, 45.57481, 12.758652999999999, 74.760244, 50.455197, 35.672922, 154.4162, 150.138002, 58.583085, 85.13209499999999, 115.78187199999999, 44.776005999999995, 36.337495000000004, 15.040572000000001, 99.48246900000001, 74.691505, -1.2684059999999988, 15.556658, 20.034917]","[0.0, 0.6588, 0.7955, 0.9115, 0.9244, 0.0, 0.8984, 0.7269, 0.7717, 0.891, 0.836, 0.0, 0.7346, 0.5994, 0.6124, 0.7184, 0.2263, 0.7814, 0.8126, 0.6114, 0.0, -0.296, -0.296, 0.8555, 0.7748, 0.6249, 0.872, 0.8832, 0.0]","[0.6597, 0.0, 0.6115, 0.5423, 0.3612, 0.7269, 0.6956, 0.8555, 0.7845, 0.7501, -0.2144, 0.6124, 0.4404, 0.6908, 0.5859, 0.6249, 0.0, 0.2846, 0.9225, 0.749, 0.0, 0.6249, 0.7274, 0.9398, 0.8858, 0.5965, 0.659, 0.9061]",0.549279310344828,0.572246428571429,45.46448675,72.9829194309627,67.2853301669279,88.4509876193682,70.810300493651
"111",110,273,531,"human","yes",100,93,5,82,67,81,62,66,53,1,2,1,111,"Because I feel quite good to response my messages",81,58,69,2,"",2,NA,3,NA,29,4,NA,75,1,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",11,12,"[5, 5, 3, 7, 11, 5, 6, 8, 7, 8, 9]","[5, 7, 31, 7, 7, 10, 9, 14, 14, 8, 10, 9]",6.72727272727273,10.9166666666667,390,651,"[11.865144, 17.647691000000002, 69.146662, 88.680503, 92.698949, 77.113343, 69.137143, 124.863474, 55.307488, 48.471108, 87.469842]","[0.0, 0.4926, 0.5399, 0.5093, 0.0772, -0.1759, 0.75, -0.636, 0.2263, 0.3802, 0.8313, 0.54]","[0.2023, 0.6249, 0.0, -0.5927, 0.3595, 0.296, 0.3612, 0.0, 0.0, 0.0, 0.1531]",0.294575,0.127663636363636,67.4910315454545,75.0271821761951,75.2330216023788,78.1823784988708,53.8121474202873
"112",111,274,561,"human","yes",87,81,10,66,82,90,71,91,85,1,2,1,112,"This conversion was very intertsing in the human talking.",81,85,78,2,"",1,NA,3,NA,33,5,NA,83,1,1,3.39789527279837,"Anonymized","Anonymized","Anonymized",7,8,"[4, 5, 5, 5, 8, 2, 5]","[5, 13, 17, 15, 21, 17, 4, 3]",4.85714285714286,11.875,174,489,"[22.914861, 58.308111, 43.245735999999994, 54.197001, 61.266881000000005, 38.126084000000006, 60.907411]","[0.0, 0.7574, 0.9371, 0.92, 0.8217, 0.908, 0.6588, 0.3612]","[0.2023, 0.0, 0.7184, 0.0, 0.0, 0.3612, 0.659]",0.670525,0.277271428571429,48.4237264285714,26.4785802977248,53.8251806433035,81.6959089771193,41.8609952271072
"113",112,275,701,"human","yes",75,0,0.99,15,85,0,0,15,100,1,2,1,113,"All the replies matched what I was saying and they didn't sound like generic answers",0,0,0,2,"",2,NA,3,NA,45,1,NA,70,1,1,1.6881346387364,"Anonymized","Anonymized","Anonymized",9,10,"[7, 29, 23, 33, 57, 12, 22, 5, 10]","[5, 40, 58, 60, 68, 40, 37, 42, 30, 35]",22,41.5,1055,2315,"[9.655073, 57.450571999999994, 91.49634900000001, 97.684407, 132.516863, 157.188552, 57.15489699999999, 16.665597, 20.597282]","[0.0, 0.9071, 0.9204, 0.8439, 0.8225, 0.7311, 0.9117, 0.8542, 0.9136, 0.872]","[0.296, 0.807, 0.6573, 0.0, 0.9308, 0.6369, 0.1901, 0.34, 0.8176]",0.77765,0.519522222222222,71.1566213333333,83.8746327800115,58.1145346300397,88.281148516979,86.7927738100811
"114",113,276,711,"human","yes",82,34,2,38,72,38,84,79,65,1,2,1,114,"It was amazin experience the chatbot.",83,33,68,2,"",1,NA,3,NA,41,6,NA,74,1,1,2.09861228866811,"Anonymized","Anonymized","Anonymized",17,18,"[2, 1, 30, 6, 1, 22, 1, 5, 2, 1, 10, 1, 9, 15, 2, 3, 1]","[5, 13, 15, 10, 15, 12, 23, 1, 12, 7, 11, 15, 7, 11, 5, 11, 11, 1]",6.58823529411765,10.2777777777778,608,964,"[11.65641, -5.761054, 101.30071, 39.945525, 18.020507, 63.34755299999999, 28.238916000000003, 29.544921, 71.381703, 92.494913, 42.618283999999996, 29.881790000000002, 29.361157000000002, 17.055197999999997, 9.780556, 71.37878500000001, 157.514126]","[0.0, 0.7574, 0.6369, 0.9306, 0.9229, 0.5514, 0.9516, 0.0, 0.9117, 0.3612, 0.8748, 0.9311, 0.0, 0.8748, 0.0, 0.4199, 0.8748, 0.0]","[0.0, 0.0, 0.9421, 0.5563, 0.0, 0.7506, 0.0, 0.3612, 0.296, 0.0, 0.5267, 0.0, 0.296, 0.9311, 0.0, 0.0, 0.0]",0.555505555555556,0.274117647058824,47.5152941176471,48.6794050576657,49.5651614445431,84.7289176254923,73.4247209856911
"115",114,277,741,"human","yes",93,99,5,95,89,88,100,93,90,1,2,1,115,"human",93,94,99,2,"",2,NA,1,NA,22,7,NA,94,1,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",30,31,"[3, 3, 5, 12, 1, 4, 2, 2, 4, 4, 3, 2, 3, 6, 6, 7, 9, 5, 7, 4, 3, 3, 7, 2, 1, 5, 3, 1, 1, 1]","[5, 8, 13, 9, 12, 8, 5, 8, 2, 12, 6, 5, 8, 13, 11, 8, 12, 8, 4, 14, 4, 4, 13, 13, 8, 2, 9, 2, 1, 1, 1]",3.96666666666667,7.38709677419355,523,1185,"[26.953362, 31.808671999999998, 30.183511999999997, 38.914408, 26.191999, 8.572970000000002, 10.8953, 11.662046999999998, 23.861383, 21.029826, 55.038627, 14.128626, 44.024554, 11.580427999999998, 84.81094, 32.203906, 34.941745, 9.180592, 29.632716000000002, 15.640154, 12.663262999999999, 23.101323, 36.487218000000006, 18.147529, -0.5741909999999999, 102.170726, 29.422461, 5.8160799999999995, 9.063315000000001, 3.8167120000000003]","[0.0, 0.6588, 0.5081, 0.4019, -0.4655, 0.3612, 0.4019, 0.7263, 0.5093, -0.4655, 0.8264, 0.0, 0.6588, 0.5081, 0.8716, 0.8439, -0.4655, 0.7263, 0.6696, 0.7871, -0.2244, 0.4199, 0.2481, 0.63, 0.7088, 0.0, 0.8398, 0.5093, 0.2942, 0.0, 0.0]","[0.2023, 0.0, 0.4019, 0.0, 0.296, 0.0, -0.2235, 0.3612, 0.0, 0.5719, 0.0, 0.4215, 0.296, 0.0, 0.4404, 0.0772, 0.0, 0.4404, 0.0772, -0.1531, 0.3612, 0.296, 0.5423, 0.0, 0.0, 0.3612, 0.3612, 0.296, 0.0, 0.0]",0.370596774193548,0.18091,26.7123401,54.3800826828936,64.6655692661885,84.095868817115,48.5099165297573
"116",115,278,751,"human","yes",90,76,5,20,83,82,10,9,80,1,2,1,116,"They gave me their opinions so I assumed it was a human.",21,18,29,2,"",2,NA,3,NA,42,2,NA,75,1,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",13,14,"[9, 12, 14, 18, 13, 5, 29, 8, 22, 28, 10, 13, 26]","[5, 12, 16, 24, 16, 14, 16, 20, 5, 32, 7, 10, 16, 19]",15.9230769230769,15.1428571428571,1071,1202,"[30.858811000000003, 64.754138, 28.353440999999997, 33.204794, 47.21318, 21.243904999999998, 74.312914, 120.42487600000001, 53.350771, 63.252821999999995, 63.55599099999999, 109.588937, 73.520139]","[0.0, 0.6124, 0.3164, 0.8977, 0.902, 0.7039, 0.6124, 0.9311, 0.7088, 0.9431, 0.7088, 0.8655, 0.6696, 0.923]","[0.6249, 0.0, 0.431, 0.8519, 0.9371, 0.0, 0.9583, 0.4588, 0.8748, 0.8999, 0.7845, 0.743, 0.4939]",0.699621428571429,0.619853846153846,60.2795937692308,82.4127829104933,77.1154515817536,91.8487745244197,86.5994763261375
"117",116,279,761,"human","yes",80,73,8,26,74,82,76,82,84,1,2,1,117,"I am very interesting to talk a person or Chabot",77,80,65,2,"",2,NA,1,NA,33,5,NA,72,1,1,3.19722457733622,"Anonymized","Anonymized","Anonymized",20,21,"[3, 9, 9, 8, 10, 7, 3, 8, 10, 3, 7, 3, 4, 8, 6, 5, 3, 4, 7, 14]","[5, 12, 29, 31, 19, 22, 15, 18, 25, 9, 4, 16, 25, 30, 10, 16, 29, 33, 34, 19, 29]",6.55,20.4761904761905,632,2345,"[9.720981, 25.059127999999998, 36.694054, 47.93384400000001, 47.675957000000004, 49.371382, 29.259684999999998, 51.585753000000004, 39.058002, 14.392654, 32.183721, 30.854577999999997, 18.174038000000003, 23.669274, 14.907483, 30.886665999999998, -10.149244, 25.972858999999996, 34.625619, 56.217999999999996]","[0.0, 0.902, 0.9562, 0.9409, 0.8293, 0.9396, 0.802, 0.7384, 0.8896, 0.8622, 0.6696, 0.8622, 0.9336, 0.5499, 0.8622, 0.7845, 0.9562, 0.962, 0.5499, 0.9311, 0.9704]","[0.2023, 0.4173, 0.0, 0.0, 0.8016, 0.3612, 0.4576, 0.5719, 0.4173, 0.6369, 0.4173, 0.0, 0.3612, 0.4588, 0.4201, 0.4173, 0.6369, 0.0, 0.6478, 0.8357]",0.804371428571429,0.40306,30.4047217,72.6733877147807,49.6847894598601,86.0823735069937,78.2049263209999
"118",117,280,871,"human","yes",98,90,8,95,79,82,91,83,85,1,2,1,118,"I think it as an human.",86,74,79,2,"",2,NA,1,NA,22,5,NA,80,1,1,3.19722457733622,"Anonymized","Anonymized","Anonymized",19,20,"[1, 7, 7, 5, 4, 4, 4, 6, 6, 4, 5, 4, 1, 1, 3, 1, 2, 2, 1]","[5, 12, 15, 18, 5, 18, 10, 16, 17, 27, 12, 19, 18, 5, 10, 15, 24, 13, 8, 5]",3.57894736842105,13.6,327,1444,"[7.385035, 31.197401000000003, 49.730728, 29.244142000000004, 43.336053, 15.382549000000003, 48.71327, 51.151030999999996, 36.308353, 49.917249, 32.986003, 14.440710999999999, 30.434542, 14.072674, 53.234623, 24.254692, 35.740053, 69.983262, 18.819758]","[0.0, 0.8313, 0.7177, 0.8881, 0.4588, 0.7717, 0.8172, 0.8687, 0.7901, 0.8999, 0.7901, 0.8881, 0.7717, 0.25, 0.8172, 0.7269, 0.8716, 0.8172, 0.4926, 0.0]","[0.2023, 0.5423, 0.4019, 0.6369, -0.2411, 0.3612, 0.4588, 0.4588, 0.6369, 0.4019, 0.3612, -0.2411, 0.4019, 0.0, 0.3612, 0.0, 0.0, 0.4404, 0.0]",0.673445,0.272815789473684,34.5437962631579,50.8796458813215,41.4550024399051,83.9137198448234,46.7139035240658
"119",118,281,881,"human","yes",83,15,5,25,90,78,14,100,100,1,2,1,119,"They were saying about their kids in school and raising them so I was leaning toward a real person",20,20,20,2,"",2,NA,3,NA,49,4,NA,92,1,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",23,24,"[9, 26, 31, 4, 27, 14, 26, 26, 27, 19, 3, 18, 20, 46, 23, 35, 9, 19, 18, 9, 19, 14, 7]","[5, 28, 25, 50, 39, 30, 22, 30, 23, 43, 18, 8, 16, 12, 21, 17, 23, 15, 24, 27, 11, 23, 17, 12]",19.5217391304348,22.4583333333333,2168,2854,"[8.922734, 34.108199, 40.945428, -28.133798, 45.064232999999994, 2.3919679999999985, 24.624559, 8.687515999999999, 28.362595000000006, 25.651600999999996, 8.924144, 22.026781, 13.096869, 50.728391, 36.769693, 35.420486999999994, 38.119326, 34.314314, 29.273045000000003, 23.503716999999998, 18.846458, 26.299208, 9.227086]","[0.0, 0.75, -0.4003, 0.7227, -0.358, 0.6963, 0.2942, 0.92, 0.6239, 0.4555, 0.8016, 0.5244, 0.9184, 0.4428, 0.9358, 0.779, 0.8555, 0.7058, 0.8345, 0.6551, 0.0, 0.9318, 0.7906, 0.9018]","[0.4404, -0.3544, 0.6808, 0.0, 0.875, 0.3477, 0.8478, -0.0516, 0.865, 0.7906, 0.6696, 0.7531, 0.0, 0.9088, 0.2714, 0.8705, 0.0, 0.7906, 0.6808, 0.0, 0.4404, 0.6666, 0.4215]",0.574225,0.474547826086957,23.3554153913043,81.0762780405022,74.7939600921488,86.1990874550121,82.9906529487339
"120",119,282,941,"human","yes",70,29,0,50,61,61,30,19,100,1,2,1,120,"Because all the responses were accurately related to the topics and could even connected to the previous topics. It did not sound like a chatbot.",0,0,0,2,"",2,NA,2,NA,25,4,NA,71,1,1,1,"Anonymized","Anonymized","Anonymized",9,9,"[1, 13, 12, 13, 14, 54, 53, 23, 17]","[7, 12, 17, 14, 65, 32, 31, 31, 16]",22.2222222222222,25,1037,1213,"[22.868819000000002, 17.008427, 46.574331, 39.802303, 339.084049, 252.445784, 76.37003, 73.22417700000001]","[0.0, 0.2003, -0.126, 0.6696, 0.98, 0.9498, 0.9404, 0.9692, 0.8264]","[0.0, -0.609, 0.7684, 0.7048, 0.3612, 0.9264, 0.6043, 0.2917, 0.1511]",0.601077777777778,0.355433333333333,108.42224,83.0233134258914,77.6515235366074,81.0644393256918,85.1019710731045
"121",120,283,951,"human","yes",90,97,4,90,83,91,90,65,82,1,2,1,121,"human good person",93,83,91,1,"yes",2,NA,3,NA,31,5,NA,85,1,1,2.6094379124341,"Anonymized","Anonymized","Anonymized",21,22,"[1, 1, 1, 3, 1, 1, 3, 1, 1, 3, 1, 2, 3, 3, 1, 1, 1, 4, 1, 1, 1]","[5, 5, 11, 2, 17, 8, 14, 5, 26, 17, 10, 17, 10, 5, 22, 24, 24, 24, 24, 24, 24, 26]",1.66666666666667,15.6363636363636,114,1804,"[2.4915580000000004, 13.961372, 38.701653, 52.463206, 48.287274999999994, 21.669826, 34.678655, 12.653401, 47.003478, 61.16174099999999, 36.296577, 100.722679, 18.229624, 16.16299, 43.77617000000001, 11.972429000000002, 36.016694, 36.181451, 13.323797000000003, 47.376592, 53.197453]","[0.0, 0.0, 0.6588, 0.0, 0.8588, 0.7777, 0.8924, 0.6696, 0.9661, 0.8588, 0.8478, 0.8588, 0.8478, 0.6696, 0.9495, 0.9344, 0.9344, 0.9344, 0.9344, 0.9344, 0.9344, 0.9661]","[0.0, 0.0, 0.296, 0.4404, 0.6369, 0.0, 0.6369, 0.296, 0.0, 0.6369, 0.0, 0.0, 0.6369, 0.0, 0.0, 0.5719, 0.296, 0.6115, 0.4404, 0.4215, 0.296]",0.746736363636364,0.296061904761905,35.5394581428571,33.6826601031439,24.0282054087536,83.502083104311,35.3080346126317
"122",121,284,981,"human","yes",83,36,0,8,56,44,0,4,27,1,2,1,122,"I was asking very specific questions and Jessie was answering with very specific answers.",64,44,46,2,"",1,NA,3,NA,34,3,NA,78,1,1,1,"Anonymized","Anonymized","Anonymized",9,10,"[3, 14, 8, 19, 17, 44, 14, 35, 21]","[5, 28, 37, 20, 31, 16, 54, 36, 21, 13]",19.4444444444444,26.1,900,1422,"[20.768111, 32.18052899999999, 34.788458000000006, 88.404591, 111.861514, 74.460029, 129.842381, 121.609937, 58.48801099999999]","[0.0, 0.7639, 0.7218, 0.8176, 0.9224, 0.75, 0.971, 0.9354, 0.9011, 0.8588]","[0.4404, 0.3182, 0.4019, 0.7425, 0.6414, 0.5913, 0.5574, 0.7845, 0.9134]",0.7642,0.599,74.7115067777778,83.282643119867,66.7183684377296,91.9955310843027,71.7694610498336
"123",122,285,1031,"human","yes",100,90,8,95,92,87,85,87,77,1,2,1,123,"because she answered very well and interesting so that is really human ",86,84,83,2,"",2,NA,3,NA,29,5,NA,72,1,1,3.19722457733622,"Anonymized","Anonymized","Anonymized",22,23,"[2, 1, 3, 11, 8, 5, 11, 5, 15, 15, 1, 3, 5, 3, 11, 5, 3, 1, 8, 4, 16, 11]","[5, 6, 8, 6, 16, 62, 22, 13, 16, 21, 36, 14, 29, 17, 9, 6, 14, 3, 12, 11, 7, 6, 12]",6.68181818181818,15.2608695652174,756,1882,"[7.589985, 6.184861, 28.271770999999998, 60.74045, 25.389946000000002, 21.075613000000004, 43.178336, 43.818993000000006, 59.761889000000004, 44.079654999999995, 43.42748400000001, 12.793348, -10.087629, 38.301917, 44.059577000000004, 16.202965, -0.27612799999999993, 12.590866000000002, 46.603956, 37.743096, 44.218551, 29.362775999999997]","[0.0, 0.6114, 0.6588, 0.5255, 0.0, -0.9551, 0.7777, 0.0, 0.0258, 0.8832, 0.8832, 0.5709, 0.7263, 0.8908, 0.4019, 0.8221, 0.8955, 0.0, 0.7717, 0.8268, 0.0, 0.8356, 0.807]","[0.0, 0.2023, 0.0, 0.3182, 0.6124, 0.4576, 0.0, -0.5423, 0.7096, 0.7269, 0.0, 0.6249, 0.0, 0.0, 0.765, 0.6369, 0.0, 0.4019, 0.6486, 0.0, 0.7708, 0.3612]",0.476482608695652,0.304272727272727,29.7741944545455,58.2074550713956,54.615816269876,81.1695899129289,79.3592314530111
"124",123,286,1081,"human","yes",20,10,0,40,35,50,20,50,75,1,2,1,124,"they stayed remarkably on topic, despite not giving any specific or individualized information",100,81,91,2,"",1,NA,3,NA,41,4,NA,6,1,1,1,"Anonymized","Anonymized","Anonymized",22,23,"[5, 9, 34, 9, 22, 20, 11, 10, 31, 23, 20, 7, 36, 30, 46, 13, 10, 10, 24, 29, 41, 26]","[5, 13, 29, 22, 42, 19, 16, 9, 24, 10, 11, 27, 5, 9, 10, 7, 35, 10, 7, 7, 12, 12, 8]",21.1818181818182,15.1739130434783,2369,2014,"[8.633934, 12.991464999999998, 44.768048, 15.177474, 37.387224, 33.390950000000004, 20.735114000000003, 17.140378000000002, 34.981894000000004, 45.279536, 28.330821, 10.893362, 64.991894, 41.747897, 59.880528, 19.526095, 15.983674, 12.534735000000001, 24.178556, 31.952973000000004, 55.24760500000001, 24.712934]","[0.0, 0.8643, 0.6988, 0.5487, 0.901, 0.4574, 0.5635, 0.7712, 0.9283, 0.7424, 0.7177, 0.7876, 0.3595, 0.8932, 0.8016, 0.8172, 0.8553, 0.8832, 0.3595, 0.6588, 0.0, 0.7644, 0.6476]","[0.296, 0.1531, 0.0, 0.0, 0.6968, 0.7321, -0.0258, 0.3612, 0.6369, 0.2382, -0.395, -0.2755, -0.3291, -0.4215, 0.8072, 0.0, 0.0, 0.0, 0.3724, 0.2709, 0.6361, 0.0]",0.653095652173913,0.170636363636364,30.0212314090909,78.532399529812,66.3082196694317,78.0719169841348,75.9418287276907
"125",124,287,1101,"human","yes",96,100,7.99,0,90,10,0,0,0,1,2,1,125,"The picture shown had the statement that we can chat with real people using the chatty app.",0,0,0,2,"",2,NA,3,NA,42,5,NA,95,1,1,3.19611284848353,"Anonymized","Anonymized","Anonymized",12,13,"[6, 2, 8, 10, 7, 12, 2, 9, 19, 20, 4, 19]","[5, 30, 30, 25, 37, 31, 16, 11, 17, 15, 13, 22, 14]",9.83333333333333,20.4615384615385,640,1301,"[31.502457, 31.127191000000003, 49.442212, 71.482279, 62.35235999999999, 92.270773, 84.14051, 36.548821, 62.599531999999996, 109.922302, 58.44869700000001, 96.871594]","[0.0, 0.9134, 0.8858, 0.872, 0.9371, 0.9062, 0.8126, 0.7319, 0.9001, 0.8313, 0.2003, 0.8883, 0.8221]","[0.2023, 0.0, 0.3612, 0.7998, 0.2263, 0.6249, 0.6249, 0.7096, 0.6361, 0.2415, 0.4019, 0.7902]",0.746238461538462,0.468225,65.5590606666667,74.282499629472,58.8211042618082,89.0048813023488,78.4320995211136
